# ALPHA = 0.05
# NUMBER_OF_TESTS = 17009

# _SET1_  VARIABLE = BIOCARTA_PLATELETAPP_PATHWAY (set)
# _SET1_  NGENES = 11
# _SET1_  P-VALUE = 6.49695e-08
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET19_   ENSG00000168487     8   22022249   22069839    149      27  277771       4.2036   2.1087e-06   -1.7764e-15       4.2036
_SET19_   ENSG00000221869     8   48649471   48651648      1       1  262963      0.80647      0.18742   -1.9984e-15      0.80647
_SET19_   ENSG00000140396     8   71021997   71316040    307      22  282063      0.52356      0.17769   -1.9984e-15      0.52356
_SET19_   ENSG00000147872     9   19108373   19149288    128      24  281739     -0.71367      0.61117   -1.9984e-15     -0.71367
_SET19_   ENSG00000122756     9   34551430   34590121    116      17  280010     -0.95578      0.71166   -1.9984e-15     -0.95578
_SET19_   ENSG00000186350     9  137208944  137332431    376      35  277785     -0.50067       0.5348   -1.9984e-15     -0.50067
_SET19_   ENSG00000169692     9  139567595  139581875     38       9  273058     -0.97071      0.74113   -1.9984e-15     -0.97071
_SET19_   ENSG00000067082    10    3818188    3827473     31      11  267702      -1.0577      0.76786   -1.9984e-15      -1.0577
_SET19_   ENSG00000107485    10    8095567    8117161     81      12  275947      -1.3475      0.83222   -1.9984e-15      -1.3475
_SET19_   ENSG00000122873    10   60028818   60049346     31      11  277270     -0.24351      0.46925   -1.9706e-15     -0.24351
_SET19_   ENSG00000122877    10   64571756   64679660    288      22  283261      0.22318      0.24526   -1.9706e-15      0.22318
_SET19_   ENSG00000026103    10   90750414   90775542    109      12  282910      0.65993      0.13686   -1.9984e-15      0.65993
_SET19_   ENSG00000095596    10   94833232   94837647      3       1  278049      0.46022      0.27385   -1.9429e-15      0.46022
_SET19_   ENSG00000099194    10  102106881  102124591     30       7  278990     -0.80054      0.67031   -1.9984e-15     -0.80054
_SET19_   ENSG00000254647    11    2181009    2182571      3       2  286058      0.21643      0.32379   -1.9706e-15      0.21643
_SET19_   ENSG00000025434    11   47269851   47290396     33       8  275248       1.7056       0.0215   -1.9984e-15       1.7056
_SET19_   ENSG00000149187    11   47487496   47587121    148      27  270854      0.77809      0.12256   -1.9984e-15      0.77809
_SET19_   ENSG00000168000    11   62457747   62477317     40       6  276293     -0.55739      0.59477   -1.9984e-15     -0.55739
_SET19_   ENSG00000111186    12    1639057    1756409    467      99  271966      0.86744      0.11865   -1.9984e-15      0.86744
_SET19_   ENSG00000169884    12   49359123   49365546      9       3  274777      0.60941        0.186   -1.9984e-15      0.60941
_SET19_   ENSG00000185591    12   53773960   53810230     79      10  268248      0.57152      0.18551   -1.9984e-15      0.57152
_SET19_   ENSG00000170581    12   56735381   56753939     22       3  279525     -0.96484       0.7657   -1.9984e-15     -0.96484
_SET19_   ENSG00000166888    12   57489191   57525922     72      12  278186       1.1549     0.061149   -1.9984e-15       1.1549
_SET19_   ENSG00000175197    12   57910371   57914300      4       1  276349     -0.54513      0.64474   -1.9984e-15     -0.54513
_SET19_   ENSG00000017427    12  102789645  102874423    145      21  277038    -0.012872      0.35122   -1.9585e-15    -0.012872
_SET19_   ENSG00000135100    12  121416346  121440315     96      14  282552       5.8896   1.3898e-10   -1.7764e-15       5.8896
_SET19_   ENSG00000196498    12  124808961  125052135    729     113  277819        2.087    0.0080533   -1.7764e-15        2.087
_SET19_   ENSG00000122034    13   27998681   28009958     38       6  281846      0.28947      0.25448   -1.9429e-15      0.28947
_SET19_   ENSG00000150907    13   41129804   41240734    137      24  280146      0.21797      0.26818   -1.9706e-15      0.21797
_SET19_   ENSG00000139687    13   48877887   49056122    124      29  269261      0.71256      0.13994   -1.9984e-15      0.71256
_SET19_   ENSG00000102554    13   73629114   73651676     46      10  278751     0.087246      0.32101   -1.9568e-15     0.087246
_SET19_   ENSG00000185950    13  110406184  110438915     93      13  282618     -0.56754      0.55918   -1.9984e-15     -0.56754
_SET19_   ENSG00000100889    14   24563262   24579807     22       8  273061      0.97231      0.10199   -1.9984e-15      0.97231
_SET19_   ENSG00000125378    14   54416454   54425479     22       5  272923       1.5884     0.027659   -1.9984e-15       1.5884
_SET19_   ENSG00000100644    14   62162231   62214976     47      13  275863     -0.10952      0.41204   -1.9568e-15     -0.10952
_SET19_   ENSG00000185559    14  101192042  101201539     19       9  276526     -0.31935      0.49941   -1.9429e-15     -0.31935
_SET19_   ENSG00000182636    15   23930565   23932450      2       1  271954     -0.28004      0.55707   -1.9429e-15     -0.28004
_SET19_   ENSG00000069667    15   60780483   61521518   1860     205  280528     -0.44009      0.51622   -1.9429e-15     -0.44009
_SET19_   ENSG00000166949    15   67356101   67487533    368      54  282879       5.3898   2.6107e-09   -1.7764e-15       5.3898
_SET19_   ENSG00000166819    15   90207596   90222658     33      12  278587      -1.5049      0.87356   -1.9984e-15      -1.5049
_SET19_   ENSG00000068305    15  100017370  100256671    458      49  280181       1.0546     0.066793   -1.9984e-15       1.0546
_SET19_   ENSG00000185338    16   11348262   11350036      5       3  270204       2.1889    0.0079927   -1.7764e-15       2.1889
_SET19_   ENSG00000103479    16   53467889   53525561     99       9  281546      -2.3892      0.97619   -1.7764e-15      -2.3892
_SET19_   ENSG00000205250    16   67226072   67232821      6       3  277278      0.91962      0.12717   -1.9984e-15      0.91962
_SET19_   ENSG00000181856    17    7184986    7191576     10       4  275826     -0.92349       0.7319   -1.9984e-15     -0.92349
_SET19_   ENSG00000141027    17   15932471   16121499    332      15  274866     -0.65414      0.59266   -1.9984e-15     -0.65414
_SET19_   ENSG00000072310    17   17713713   17740325     18      10  269262       1.3049     0.054175   -1.9984e-15       1.3049
_SET19_   ENSG00000131759    17   38465444   38513094     55      10  276793     0.072715      0.34776   -1.9568e-15     0.072715
_SET19_   ENSG00000173757    17   40351186   40428725     97       9  273093      0.83064        0.118   -1.9984e-15      0.83064
_SET19_   ENSG00000126561    17   40439565   40463961     45       6  279860      0.77572      0.13241   -1.9984e-15      0.77572
_SET19_   ENSG00000168610    17   40465342   40540586    147      14  279998       2.3392    0.0029964   -1.7764e-15       2.3392
_SET19_   ENSG00000259384    17   61994560   61996179      5       3  278704      0.82701      0.14173   -1.9984e-15      0.82701
_SET19_   ENSG00000184557    17   76352864   76356158      4       2  270984      0.22661      0.34656   -1.9706e-15      0.22661
_SET19_   ENSG00000101577    18    2916992    3013313    187      25  278768     -0.48413      0.52467   -1.9429e-15     -0.48413
_SET19_   ENSG00000197766    19     859453     863453     13       3  260221      0.27381      0.29749   -1.9429e-15      0.27381
_SET19_   ENSG00000099860    19    2476120    2478257      6       3  264073      0.17915      0.33451   -1.9706e-15      0.17915
_SET19_   ENSG00000104918    19    7733930    7735334      6       3  263856     -0.10772      0.46172   -1.9568e-15     -0.10772
_SET19_   ENSG00000213999    19   19256377   19303400    192      14  284453      -1.2271      0.78071   -1.9984e-15      -1.2271
_SET19_   ENSG00000245848    19   33790840   33793470      6       2  277080    -0.024008      0.42488   -1.9602e-15    -0.024008
_SET19_   ENSG00000105329    19   41807492   41859816    113      16  279158       6.5022   2.4996e-12   -1.7764e-15       6.5022
_SET19_   ENSG00000079435    19   42905659   42931578     10       5  271133      0.74772      0.16132   -1.9984e-15      0.74772
_SET19_   ENSG00000101255    20     361261     378203     71      24  268732      0.56219      0.17767   -1.9984e-15      0.56219
_SET19_   ENSG00000125845    20    6748311    6760927     33       9  282117     -0.53957      0.56533   -1.9984e-15     -0.53957
_SET19_   ENSG00000101412    20   32263489   32274210     16       8  281982      0.81053      0.12555   -1.9984e-15      0.81053
_SET19_   ENSG00000101440    20   32782375   32857150     75       8  275267       1.6725     0.023288   -1.9984e-15       1.6725
_SET19_   ENSG00000080839    20   35624752   35724398    159      23  275189     -0.10323      0.38506   -1.9568e-15     -0.10323
_SET19_   ENSG00000132793    20   39969560   39989222     39      12  274794       2.1135    0.0073339   -1.7764e-15       2.1135
_SET19_   ENSG00000124212    20   48120411   48184683    113      34  278612        1.708     0.017431   -1.9984e-15        1.708
_SET19_   ENSG00000172216    20   48807376   48809212      2       1  274177        1.801      0.02402   -1.9984e-15        1.801
_SET19_   ENSG00000124253    20   56136136   56141513     25       7  283439      0.66594      0.14704   -1.9984e-15      0.66594
_SET19_   ENSG00000180530    21   16333556   16437321    153      22  277107       1.4936     0.028343   -1.9984e-15       1.4936
_SET19_   ENSG00000240972    22   24236191   24237414      4       1  285917       1.1072     0.095035   -1.9984e-15       1.1072
_SET19_   ENSG00000128342    22   30636436   30642840     13       5  289104       1.3961     0.038798   -1.9984e-15       1.3961
_SET19_   ENSG00000099985    22   30658818   30662829      7       4  283699       3.7215   2.8783e-05   -1.7764e-15       3.7215
_SET19_   ENSG00000100344    22   44319619   44360368    184      18  284794        1.927    0.0089331   -1.9984e-15        1.927
_SET19_   ENSG00000186951    22   46546424   46639653    196      29  274190      0.87576      0.10248   -1.9984e-15      0.87576

# _SET20_  VARIABLE = WP_CHOLESTASIS (set)
# _SET20_  NGENES = 19
# _SET20_  P-VALUE = 2.1151e-06
_SET20_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET20_   ENSG00000143257     1  161199456  161208092     31       8  277342      0.23959      0.27587   -1.9706e-15      0.23959
_SET20_   ENSG00000143819     1  225997794  226033260    136      35  276991     -0.55285      0.55784   -1.9984e-15     -0.55285
_SET20_   ENSG00000138075     2   44039611   44066004     59      19  276447       3.5639   4.0761e-05   -1.7764e-15       3.5639
_SET20_   ENSG00000143921     2   44066103   44105605    300      11  276332       2.0438      0.00773   -1.7764e-15       2.0438
_SET20_   ENSG00000073734     2  169779448  169887832    356      28  277455     0.071069      0.30249   -1.9568e-15     0.071069
_SET20_   ENSG00000113161     5   74632154   74657929     48       9  277100       3.4109   8.1968e-05   -1.7764e-15       3.4109
_SET20_   ENSG00000175003     6  160542821  160579750     99      21  279899       4.5642   3.1795e-07   -1.7764e-15       4.5642
_SET20_   ENSG00000005471     7   87031013   87109751    149      16  279030      0.63916      0.15298   -1.9984e-15      0.63916
_SET20_   ENSG00000119139     9   71736209   71870124    561      40  278888       1.3714     0.033404   -1.9984e-15       1.3714
_SET20_   ENSG00000186350     9  137208944  137332431    376      35  277785     -0.50067       0.5348   -1.9984e-15     -0.50067
_SET20_   ENSG00000023839    10  101542489  101611949    211      18  269838      -1.0557      0.74412   -1.9984e-15      -1.0557
_SET20_   ENSG00000084453    12   21417534   21572528    558      33  278303     -0.23692      0.41914   -1.9706e-15     -0.23692
_SET20_   ENSG00000012504    12  100867486  100958191     97      27  272957       1.9594     0.010392   -1.9984e-15       1.9594
_SET20_   ENSG00000073060    12  125261402  125367214    348      51  278204       4.6636   1.7228e-07   -1.7764e-15       4.6636
_SET20_   ENSG00000125257    13   95672083   95953687    971      89  278425      0.33099       0.2336   -1.9429e-15      0.33099
_SET20_   ENSG00000100652    14   70242134   70264006     33       7  283014      0.65705      0.15749   -1.9984e-15      0.65705
_SET20_   ENSG00000108846    17   48712138   48769613    149      33  275203       1.2046      0.05276   -1.9984e-15       1.2046
_SET20_   ENSG00000081923    18   55313658   55470333    524      51  275027     -0.16657      0.39496   -1.9706e-15     -0.16657
_SET20_   ENSG00000130164    19   11200038   11244492    158      21  277513       4.8836    5.678e-08   -1.7764e-15       4.8836

# _SET21_  VARIABLE = WP_STATIN_INHIBITION_OF_CHOLESTEROL_PRODUCTION (set)
# _SET21_  NGENES = 29
# _SET21_  P-VALUE = 1.9767e-07
_SET21_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET21_   ENSG00000158874     1  161192082  161193421      2       1  284568      0.52516      0.23682   -1.9984e-15      0.52516
_SET21_   ENSG00000057252     1  179262925  179327815    305      18  280762      0.72084      0.12023   -1.9984e-15      0.72084
_SET21_   ENSG00000084674     2   21224301   21266945     50      16  275338       1.9394     0.010975   -1.9984e-15       1.9394
_SET21_   ENSG00000138075     2   44039611   44066004     59      19  276447       3.5639   4.0761e-05   -1.7764e-15       3.5639
_SET21_   ENSG00000143921     2   44066103   44105605    300      11  276332       2.0438      0.00773   -1.7764e-15       2.0438
_SET21_   ENSG00000138823     4  100484918  100545156    238      24  280150       1.6519     0.019923   -1.9984e-15       1.6519
_SET21_   ENSG00000113161     5   74632154   74657929     48       9  277100       3.4109   8.1968e-05   -1.7764e-15       3.4109
_SET21_   ENSG00000079459     8   11653082   11696818    239      28  280408      0.30912      0.22756   -1.9429e-15      0.30912
_SET21_   ENSG00000175445     8   19759228   19824769    161      28  281435        5.306   5.1477e-09   -1.7764e-15        5.306
_SET21_   ENSG00000167910     8   59402737   59412795     25       6  274448     -0.49513       0.5666   -1.9429e-15     -0.49513
_SET21_   ENSG00000104549     8  126010739  126034525     34       7  282012     -0.77247      0.66858   -1.9984e-15     -0.77247
_SET21_   ENSG00000185000     8  145539954  145550573     18       5  283706       1.2276     0.056759   -1.9984e-15       1.2276
_SET21_   ENSG00000165029     9  107543283  107690518    479      75  280138       1.0706     0.073137   -1.9984e-15       1.0706
_SET21_   ENSG00000110243    11  116660083  116663136      7       3  288097       3.5776   5.6183e-05   -1.7764e-15       3.5776
_SET21_   ENSG00000110244    11  116691419  116694022     14       7  287594       1.0177     0.083533   -1.9984e-15       1.0177
_SET21_   ENSG00000110245    11  116700422  116703788      7       4  283440       1.3067     0.052214   -1.9984e-15       1.3067
_SET21_   ENSG00000118137    11  116706467  116708666      3       2  287596       1.6296      0.03061   -1.9984e-15       1.6296
_SET21_   ENSG00000123384    12   57522276   57607134     98      21  282364       2.1979    0.0043312   -1.7764e-15       2.1979
_SET21_   ENSG00000073060    12  125261402  125367214    348      51  278204       4.6636   1.7228e-07   -1.7764e-15       4.6636
_SET21_   ENSG00000166035    15   58702768   58861151    514      72  278838      0.91856     0.093171   -1.9984e-15      0.91856
_SET21_   ENSG00000185615    16     333152     337215     20       8  273512      0.49962      0.20847   -1.9429e-15      0.49962
_SET21_   ENSG00000087237    16   56995762   57017757     87      17  279560       1.8363     0.012071   -1.9984e-15       1.8363
_SET21_   ENSG00000213398    16   67973653   67978034      1       1  272481     -0.46053      0.63664   -1.9429e-15     -0.46053
_SET21_   ENSG00000130164    19   11200038   11244492    158      21  277513       4.8836    5.678e-08   -1.7764e-15       4.8836
_SET21_   ENSG00000130203    19   45409011   45412650      6       3  287227       7.2208   2.5535e-15   -1.7764e-15       7.2208
_SET21_   ENSG00000130208    19   45417504   45422606     15       6  267926        6.587   2.8599e-12   -1.7764e-15        6.587
_SET21_   ENSG00000234906    19   45449243   45452822     20       3  274820       1.1012     0.080265   -1.9984e-15       1.1012
_SET21_   ENSG00000154930    20   24986868   25039616    135      23  283140     -0.79802       0.6469   -1.9984e-15     -0.79802
_SET21_   ENSG00000100979    20   44527399   44540794     24       8  283946       2.6221    0.0013526   -1.7764e-15       2.6221

# _SET22_  VARIABLE = YAMAZAKI_TCEB3_TARGETS_UP (set)
# _SET22_  NGENES = 159
# _SET22_  P-VALUE = 1.7246e-06
_SET22_   GENE              CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET22_   ENSG00000083444     1   11994262   12035595     99      13  281739   0.00033188      0.34677   -1.9588e-15   0.00033188
_SET22_   ENSG00000142798     1   22148738   22263790    340      36  278130       0.4013      0.20853   -1.9429e-15       0.4013
_SET22_   ENSG00000153904     1   85784164   86043933    838      63  279532        0.494      0.17535   -1.9429e-15        0.494
_SET22_   ENSG00000142871     1   86046444   86049645      6       3  286616      0.60414      0.17909   -1.9984e-15      0.60414
_SET22_   ENSG00000122482     1   91380859   91487829    200      15  278206      -0.1444      0.40404   -1.9706e-15      -0.1444
_SET22_   ENSG00000117525     1   94994781   95007356     26       8  281715      0.77945      0.12391   -1.9984e-15      0.77945
_SET22_   ENSG00000134186     1  109234945  109244425      8       5  275159     -0.35464      0.53937   -1.9429e-15     -0.35464
_SET22_   ENSG00000155380     1  113454469  113499635     57      13  280175     -0.11776      0.39219   -1.9568e-15     -0.11776
_SET22_   ENSG00000198162     1  117910071  118071494    485      24  282597      0.70967      0.12206   -1.9984e-15      0.70967
_SET22_   ENSG00000143153     1  169074935  169101960     88      19  275647       3.5223   4.2445e-05   -1.7764e-15       3.5223
_SET22_   ENSG00000135821     1  182350839  182361341     36       7  280313      -1.6936      0.90727   -1.9984e-15      -1.6936
_SET22_   ENSG00000135862     1  182992595  183114727    477      11  282593       3.2923   8.5042e-05   -1.7764e-15       3.2923
_SET22_   ENSG00000143641     1  230193536  230417870    685      64  280463       1.3502     0.037684   -1.9984e-15       1.3502
_SET22_   ENSG00000116962     1  236139130  236228462    224      32  278990      -1.2566      0.79212   -1.9984e-15      -1.2566
_SET22_   ENSG00000180875     1  240652873  240775449    382      70  275535      -1.6588      0.89798   -1.9984e-15      -1.6588
_SET22_   ENSG00000130508     2    1635659    1748624    386      46  275294     -0.36208      0.47396   -1.9429e-15     -0.36208
_SET22_   ENSG00000115738     2    8818975    8824583     11       5  272772      -1.6709      0.92278   -1.9984e-15      -1.6709
_SET22_   ENSG00000116016     2   46520806   46613836    221      43  278759       1.4018     0.034589   -1.9984e-15       1.4018
_SET22_   ENSG00000118640     2   85788685   85809154     74       9  280958       4.0624   4.4293e-06   -1.7764e-15       4.0624
_SET22_   ENSG00000082438     2  165510134  165700189    566      31  278766        1.451     0.028717   -1.9984e-15        1.451
_SET22_   ENSG00000003436     2  188328957  188430487    270      27  276533       1.2756     0.045109   -1.9984e-15       1.2756
_SET22_   ENSG00000163520     3   13573824   13679922    373      41  281591     -0.77099      0.62696   -1.9984e-15     -0.77099
_SET22_   ENSG00000160808     3   46899362   46923659     33       8  278799       1.0839     0.081879   -1.9984e-15       1.0839
_SET22_   ENSG00000160801     3   46919236   46945287     46      11  275818       1.4438     0.035808   -1.9984e-15       1.4438
_SET22_   ENSG00000168374     3   57557090   57583947     67      12  275351    -0.053846      0.37288   -1.9568e-15    -0.053846
_SET22_   ENSG00000160145     3  123798870  124445172   1857      84  281484      0.87238     0.088746   -1.9984e-15      0.87238
_SET22_   ENSG00000144867     3  133502877  133544616    116      18  276498     -0.87093      0.68181   -1.9984e-15     -0.87093
_SET22_   ENSG00000114019     3  134074716  134094321     27       6  276605     -0.99958      0.74421   -1.9984e-15     -0.99958
_SET22_   ENSG00000152952     3  145787227  145881440    324      13  280048     0.090842      0.29549   -1.9568e-15     0.090842
_SET22_   ENSG00000145012     3  187871072  188608460   2052     204  277709       1.7345     0.016631   -1.9984e-15       1.7345
_SET22_   ENSG00000163956     4    3508103    3534286    167      22  277678      0.29894      0.23754   -1.9429e-15      0.29894
_SET22_   ENSG00000002587     4   11394774   11431389    115      34  280363      -1.1296      0.76128   -1.9984e-15      -1.1296
_SET22_   ENSG00000004468     4   15779898   15854853    174      21  276831      -1.1715      0.78171   -1.9984e-15      -1.1715
_SET22_   ENSG00000157404     4   55524085   55606881    169      25  280954       1.0302     0.070642   -1.9984e-15       1.0302
_SET22_   ENSG00000138792     4  111286889  111486441    580      44  278529       2.4968    0.0016184   -1.7764e-15       2.4968
_SET22_   ENSG00000151458     4  125585207  125633887     95      14  277872      0.56359      0.17586   -1.9984e-15      0.56359
_SET22_   ENSG00000112964     5   42423879   42721979    635      35  278305     -0.17782      0.39278   -1.9706e-15     -0.17782
_SET22_   ENSG00000092421     5  115779312  115910630    412      75  278055      0.67104       0.1488   -1.9984e-15      0.67104
_SET22_   ENSG00000158985     5  130581186  130734140    110      16  270493     -0.37069      0.50737   -1.9429e-15     -0.37069
_SET22_   ENSG00000072682     5  131527531  131631008    174      23  282176      0.44297      0.18978   -1.9429e-15      0.44297
_SET22_   ENSG00000152377     5  136310987  136934068   1608      86  280995     -0.81115      0.64024   -1.9984e-15     -0.81115
_SET22_   ENSG00000113649     5  145826874  145891524     90      14  277913      -0.4822      0.54967   -1.9429e-15      -0.4822
_SET22_   ENSG00000164266     5  147204131  147211349     11       3  275214      0.22954      0.31544   -1.9706e-15      0.22954
_SET22_   ENSG00000113140     5  151040657  151066726     59      12  281106      -1.5993      0.88434   -1.9984e-15      -1.5993
_SET22_   ENSG00000213719     6   31698358   31707540     14       7  245698     -0.23397      0.49121   -1.9706e-15     -0.23397
_SET22_   ENSG00000112715     6   43737921   43754224     54      14  280772       1.2545     0.047823   -1.9984e-15       1.2545
_SET22_   ENSG00000168216     6   70385694   70507003    369       9  280343     -0.07032      0.35785   -1.9568e-15     -0.07032
_SET22_   ENSG00000112237     6   99990256  100016849     88      13  279147       -1.104       0.7603   -1.9984e-15       -1.104
_SET22_   ENSG00000164442     6  139693393  139695757      8       4  279701      -0.3064      0.51958   -1.9429e-15      -0.3064
_SET22_   ENSG00000146535     7    2767746    2883958    378      20  280701     -0.90695      0.67447   -1.9984e-15     -0.90695
_SET22_   ENSG00000136240     7    6485584    6523873     99      19  280682      0.25191      0.25613   -1.9429e-15      0.25191
_SET22_   ENSG00000122642     7   32997017   33046543    159      27  267652     0.048724      0.33325   -1.9568e-15     0.048724
_SET22_   ENSG00000146733     7   56078744   56119297    121      18  271844      0.89739     0.099942   -1.9984e-15      0.89739
_SET22_   ENSG00000127990     7   94214542   94285521    106      11  282483     -0.52384      0.55228   -1.9984e-15     -0.52384
_SET22_   ENSG00000196411     7  100400187  100425121     65      12  281634      0.53356      0.17751   -1.9984e-15      0.53356
_SET22_   ENSG00000091136     7  107564244  107643700    193      34  277949      0.56758      0.15818   -1.9984e-15      0.56758
_SET22_   ENSG00000135272     7  114562209  114659256    152      30  278104       1.0804     0.067892   -1.9984e-15       1.0804
_SET22_   ENSG00000128595     7  128379346  128411861     49      10  283099      0.25067      0.25848   -1.9429e-15      0.25067
_SET22_   ENSG00000159840     7  143078173  143088204     24       9  279686      -1.4087      0.85536   -1.9984e-15      -1.4087
_SET22_   ENSG00000055130     7  148395006  148498128    258      17  279506      0.71866      0.12486   -1.9984e-15      0.71866
_SET22_   ENSG00000120889     8   22877646   22926692    157      26  276196    -0.094079      0.37107   -1.9568e-15    -0.094079
_SET22_   ENSG00000120885     8   27454434   27472548     31       6  289558       2.0807    0.0064471   -1.7764e-15       2.0807
_SET22_   ENSG00000104368     8   42032236   42065242     60      11  273861       1.2289     0.055676   -1.9984e-15       1.2289
_SET22_   ENSG00000164736     8   55370495   55373448      6       2  275461    -0.083646      0.44753   -1.9568e-15    -0.083646
_SET22_   ENSG00000182197     8  118806729  119124092    713      56  280060      -1.5661       0.8681   -1.9984e-15      -1.5661
_SET22_   ENSG00000178719     8  145064226  145067583      5       2  276142     -0.63698      0.64942   -1.9984e-15     -0.63698
_SET22_   ENSG00000135063     9   71939488   72007371    265      25  280227     0.028111       0.3187   -1.9602e-15     0.028111
_SET22_   ENSG00000136943     9   99794940   99801925      5       3  268731     -0.30859       0.5421   -1.9429e-15     -0.30859
_SET22_   ENSG00000023318     9  102741461  102861322    147      23  276508      0.12791       0.2963   -1.9706e-15      0.12791
_SET22_   ENSG00000242616     9  114423615  114432526     27       8  281561     -0.22727      0.44404   -1.9706e-15     -0.22727
_SET22_   ENSG00000148248     9  136228325  136242970     39       7  285997      0.29829      0.25203   -1.9429e-15      0.29829
_SET22_   ENSG00000198879    10    7200586    7453450    964      69  279850      0.13047      0.28764   -1.9706e-15      0.13047
_SET22_   ENSG00000150093    10   33189247   33294720    228      35  280456      0.43252       0.2012   -1.9429e-15      0.43252
_SET22_   ENSG00000122862    10   70847862   70864567     39       8  281286     -0.67442      0.61812   -1.9984e-15     -0.67442
_SET22_   ENSG00000197746    10   73576055   73611126    132      22  279886      -2.0355      0.94662   -1.7764e-15      -2.0355
_SET22_   ENSG00000122884    10   74766975   74856732     34      20  253366     0.031026      0.36997   -1.9602e-15     0.031026
_SET22_   ENSG00000095596    10   94833232   94837647      3       1  278049      0.46022      0.27385   -1.9429e-15      0.46022
_SET22_   ENSG00000148737    10  114710009  114927437    434      84  274659     0.041233       0.3467   -1.9568e-15     0.041233
_SET22_   ENSG00000049449    11   31833939   32127301    737      71  282742     0.093126      0.29661   -1.9568e-15     0.093126
_SET22_   ENSG00000157613    11   46299212   46342972     69      15  279436      0.50804      0.18458   -1.9984e-15      0.50804
_SET22_   ENSG00000149131    11   57364860   57382326     35       5  284578      0.24555      0.27061   -1.9706e-15      0.24555
_SET22_   ENSG00000256713    11   61008514   61018920     17       7  269730    -0.011063      0.39669   -1.9585e-15    -0.011063
_SET22_   ENSG00000162144    11   61116217   61129771      2       1  261534        1.115      0.11548   -1.9984e-15        1.115
_SET22_   ENSG00000089597    11   62392298   62414104     25       6  267153     -0.09957      0.41918   -1.9568e-15     -0.09957
_SET22_   ENSG00000172638    11   65633912   65641063     13       3  275551     -0.13076      0.43408   -1.9706e-15     -0.13076
_SET22_   ENSG00000214530    11   72465774   72504726     69      10  281273      0.60916      0.15733   -1.9984e-15      0.60916
_SET22_   ENSG00000149257    11   75273101   75283828     18       4  287216       4.6051   3.6989e-07   -1.7764e-15       4.6051
_SET22_   ENSG00000137714    11  110300607  110335605    114       9  286646       1.2234     0.050201   -1.9984e-15       1.2234
_SET22_   ENSG00000109846    11  111779289  111794446     16       5  285895       0.2665       0.2667   -1.9429e-15       0.2665
_SET22_   ENSG00000149573    11  118124118  118135251     31       4  272761     -0.50087      0.57146   -1.9984e-15     -0.50087
_SET22_   ENSG00000118971    12    4382938    4414516     67      18  275180      -0.7184       0.6271   -1.9984e-15      -0.7184
_SET22_   ENSG00000015153    12   42550906   42632151    167      20  276088      -0.2669      0.44402   -1.9429e-15      -0.2669
_SET22_   ENSG00000111371    12   46576846   46663800    157      33  281095      0.39235      0.20522   -1.9429e-15      0.39235
_SET22_   ENSG00000123358    12   52416616   52453291     86      23  277282       1.2475     0.050691   -1.9984e-15       1.2475
_SET22_   ENSG00000197757    12   54384408   54424607     70      12  274248      0.25262      0.26252   -1.9429e-15      0.25262
_SET22_   ENSG00000123360    12   54943134   54973023     81      22  275924     0.036941      0.33514   -1.9568e-15     0.036941
_SET22_   ENSG00000135677    12   65107225   65153227     70       9  272995       1.1456     0.065876   -1.9984e-15       1.1456
_SET22_   ENSG00000127334    12   68042118   68059186     31       6  278800     0.059561      0.33776   -1.9568e-15     0.059561
_SET22_   ENSG00000086598    12  124069078  124083116     41       6  280777      0.70681       0.1472   -1.9984e-15      0.70681
_SET22_   ENSG00000139514    13   30083547   30169825    168      21  278930     -0.85552      0.68046   -1.9984e-15     -0.85552
_SET22_   ENSG00000102531    13   49550048   49783915    259      23  278199       1.4885     0.028593   -1.9984e-15       1.4885
_SET22_   ENSG00000139793    13   97873688   98046374    310      30  277339       1.1299     0.060472   -1.9984e-15       1.1299
_SET22_   ENSG00000088387    13   99445741   99738879    991      34  280483       2.1282    0.0043837   -1.7764e-15       2.1282
_SET22_   ENSG00000187498    13  110801318  110959496    770      75  281280       6.5296   1.6851e-12   -1.7764e-15       6.5296
_SET22_   ENSG00000134871    13  110958159  111165374   1013      94  279064       4.1522   2.5758e-06   -1.7764e-15       4.1522
_SET22_   ENSG00000197616    14   23851199   23877486     62      16  280960       1.1979     0.054808   -1.9984e-15       1.1979
_SET22_   ENSG00000087303    14   52471521   52535712    274      22  282062      -1.2928      0.80253   -1.9984e-15      -1.2928
_SET22_   ENSG00000033170    14   65877310   66210839    613      28  278580     -0.49955      0.52478   -1.9429e-15     -0.49955
_SET22_   ENSG00000198668    14   90862846   90874605     17       5  281527     -0.72407       0.6595   -1.9984e-15     -0.72407
_SET22_   ENSG00000100600    14   93170152   93215047     88      19  277945     -0.13142      0.38741   -1.9706e-15     -0.13142
_SET22_   ENSG00000140105    14  100800125  100843142    135       8  277775       2.8752   0.00060327   -1.7764e-15       2.8752
