GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000255054	1	26137961	26150235	28	5	315522	0.0033084	0.49868	RP1-317E23.6
ENSG00000117640	1	26145131	26159432	29	3	322409	0.15636	0.43788	MTFR1L
ENSG00000223474	1	26145212	26147288	6	2	328500	0.0094258	0.49624	AL020996.1
ENSG00000127423	1	26158414	26185903	66	3	323962	0.4403	0.32986	AUNIP
ENSG00000182749	1	26187701	26197744	5	3	293236	-0.20396	0.58081	PAQR7
ENSG00000117632	1	26210672	26233482	32	8	314792	-0.79646	0.78712	STMN1
ENSG00000158006	1	26286258	26324648	53	13	316407	-1.0099	0.84372	PAFAH2
ENSG00000158008	1	26346375	26362955	27	6	316509	0.42783	0.33439	EXTL1
ENSG00000158014	1	26363743	26372624	12	4	317922	1.1668	0.12165	SLC30A2
ENSG00000158022	1	26377795	26394927	35	6	324740	1.3909	0.082127	TRIM63
ENSG00000175087	1	26437664	26452034	35	3	323456	1.1974	0.11558	PDIK1L
ENSG00000197245	1	26485511	26489119	7	4	312524	1.2993	0.096925	FAM110D
ENSG00000142684	1	26496362	26498551	7	3	329450	0.89519	0.18534	ZNF593
ENSG00000142675	1	26503894	26516377	19	8	316084	2.6932	0.0035385	CNKSR1
ENSG00000188782	1	26517052	26529459	61	8	324907	2.0019	0.022646	CATSPER4
ENSG00000130695	1	26560691	26605299	100	8	319475	1.6496	0.049509	CEP85
ENSG00000142669	1	26605667	26608007	5	2	325188	1.6265	0.051918	SH3BGRL3
ENSG00000158062	1	26607819	26644854	88	8	322806	1.5125	0.065204	UBXN11
ENSG00000169442	1	26644448	26647014	11	2	320464	1.6023	0.054542	CD52
ENSG00000176092	1	26648350	26680621	88	13	323010	0.21264	0.4158	AIM1L
ENSG00000176083	1	26688125	26701013	37	8	320927	1.4503	0.073492	ZNF683
ENSG00000131914	1	26737269	26756213	37	12	312927	-0.22968	0.59083	LIN28A
ENSG00000117682	1	26758773	26797785	50	14	316401	0.50371	0.30723	DHDDS
ENSG00000198830	1	26798941	26802463	3	1	319307	1.4639	0.071613	HMGN2
ENSG00000117676	1	26856252	26901521	58	13	324545	0.089583	0.46431	RPS6KA1
ENSG00000117713	1	27022524	27108595	127	7	321505	0.49183	0.31142	ARID1A
ENSG00000060642	1	27113963	27124889	15	4	327324	-0.096936	0.53861	PIGV
ENSG00000204160	1	27153201	27184093	44	6	325066	-0.51861	0.69798	ZDHHC18
ENSG00000175793	1	27189633	27190947	2	1	294064	-0.77386	0.78049	SFN
ENSG00000142751	1	27202624	27216788	22	4	322619	-0.11415	0.54544	GPN2
ENSG00000198746	1	27216979	27226957	15	5	315050	-0.65721	0.74448	GPATCH3
ENSG00000090273	1	27226729	27273353	80	12	316344	-0.45011	0.67368	NUDC
ENSG00000131910	1	27237980	27240457	4	2	331621	0.70856	0.2393	NR0B2
ENSG00000175707	1	27276053	27286897	13	4	324510	0.61058	0.27074	C1orf172
ENSG00000253368	1	27320198	27327389	8	3	317871	-0.66914	0.7483	TRNP1
ENSG00000158246	1	27331511	27339327	7	2	312935	0.51989	0.30157	FAM46B
ENSG00000090020	1	27425306	27493472	80	7	317058	0.13574	0.44601	SLC9A1
ENSG00000142784	1	27561007	27635110	123	15	314235	0.61482	0.26934	WDTC1
ENSG00000186501	1	27648651	27662891	33	8	323150	0.23206	0.40825	TMEM222
ENSG00000142765	1	27668513	27680421	24	8	320505	1.0551	0.1457	SYTL1
ENSG00000142733	1	27681675	27693383	22	9	322160	1.2011	0.11486	MAP3K6
ENSG00000142748	1	27695603	27701315	10	5	317418	0.82148	0.20569	FCN3
ENSG00000174950	1	27705666	27709870	2	1	322387	-0.0036473	0.50146	CD164L2
ENSG00000181773	1	27719148	27722318	2	1	311299	-0.80058	0.78831	GPR3
ENSG00000158195	1	27730730	27816669	83	19	312665	0.65579	0.25598	WASF2
ENSG00000126705	1	27860546	27930942	52	15	312423	0.39124	0.34781	AHDC1
ENSG00000000938	1	27938575	27961788	26	11	311578	-0.76534	0.77797	FGR
ENSG00000126709	1	27992572	27998729	5	3	314795	2.5933	0.0047527	IFI6
ENSG00000009780	1	28052490	28089633	16	9	315545	1.0182	0.1543	FAM76A
ENSG00000117758	1	28099694	28150963	16	11	314232	0.76896	0.22096	STX12
ENSG00000117751	1	28157289	28178187	12	7	313832	1.1561	0.12382	PPP1R8
ENSG00000130775	1	28199055	28213196	47	9	319643	1.2512	0.10543	THEMIS2
ENSG00000117748	1	28218035	28241257	58	4	321716	0.23554	0.4069	RPA2
ENSG00000130768	1	28261504	28285668	71	9	319066	-0.23481	0.59282	SMPDL3B
ENSG00000158156	1	28285973	28294607	12	7	322077	1.3866	0.082785	XKR8
ENSG00000158161	1	28296855	28415207	221	19	315716	0.27842	0.39034	EYA3
ENSG00000169403	1	28473677	28520447	54	16	315142	-0.0010672	0.50043	PTAFR
ENSG00000126698	1	28525967	28559536	88	12	319217	-0.19205	0.57615	DNAJC8
ENSG00000130770	1	28562620	28573417	22	5	320163	-0.33085	0.62962	ATPIF1
ENSG00000130766	1	28586038	28609002	49	12	320214	0.048743	0.48056	SESN2
ENSG00000130772	1	28655513	28662476	8	4	314690	-1.6489	0.95042	MED18
ENSG00000204138	1	28696114	28826881	171	14	314672	-0.27715	0.60917	PHACTR4
ENSG00000180198	1	28832455	28865812	53	10	309409	0.070095	0.47206	RCC1
ENSG00000180098	1	28879597	28905051	45	8	316362	0.45591	0.32423	TRNAU1AP
ENSG00000120656	1	28915835	28969597	80	12	317738	0.39721	0.34561	TAF12
ENSG00000188060	1	28918712	28921955	9	5	318743	-0.74826	0.77285	RAB42
ENSG00000162419	1	28995244	29045865	83	7	316167	0.78383	0.21657	GMEB1
ENSG00000198492	1	29063133	29096287	61	7	313690	0.34668	0.36441	YTHDF2
ENSG00000116329	1	29138654	29190208	131	21	316969	2.0399	0.020678	OPRD1
ENSG00000159023	1	29213603	29446553	326	21	314075	0.71339	0.2378	EPB41
ENSG00000253304	1	29445940	29450447	7	2	320909	-0.010509	0.50419	TMEM200B
ENSG00000116350	1	29474255	29508499	54	13	317101	1.5275	0.063316	SRSF4
ENSG00000116353	1	29519385	29557454	53	13	318348	1.1669	0.12162	MECR
ENSG00000060656	1	29563028	29653325	143	30	319068	0.35561	0.36106	PTPRU
ENSG00000162510	1	31184124	31196434	29	4	315256	-0.35315	0.63801	MATN1
ENSG00000162511	1	31205316	31230667	66	19	319834	0.17277	0.43142	LAPTM5
ENSG00000162512	1	31342314	31381608	88	22	313603	0.20333	0.41944	SDC3
ENSG00000134644	1	31404353	31538838	219	23	318856	-0.058925	0.52349	PUM1
ENSG00000084628	1	31652592	31712401	145	15	313785	0.74117	0.2293	NKAIN1
ENSG00000060688	1	31732417	31769662	72	7	323669	1.2529	0.10511	SNRNP40
ENSG00000121766	1	31769842	31837783	90	11	322823	1.2646	0.103	ZCCHC17
ENSG00000121769	1	31838472	31849697	15	7	316552	0.88003	0.18942	FABP3
ENSG00000168528	1	31882412	31907525	51	7	318950	0.77585	0.21892	SERINC2
ENSG00000268950	1	31902192	31902614	2	1	321198	1.5796	0.057099	AC114494.1
ENSG00000142910	1	32042116	32053288	19	8	300282	0.69623	0.24314	TINAGL1
ENSG00000121764	1	32083287	32098119	20	4	317719	1.7551	0.039624	HCRTR1
ENSG00000162517	1	32095463	32110497	16	4	326237	1.7581	0.039361	PEF1
ENSG00000084636	1	32117848	32169920	75	18	321937	0.57213	0.28362	COL16A1
ENSG00000121753	1	32192718	32230494	32	9	317948	1.1521	0.12464	BAI2
ENSG00000134668	1	32256023	32281652	45	9	321364	-0.6203	0.73247	SPOCD1
ENSG00000184007	1	32372022	32410457	34	7	314354	-0.88293	0.81136	PTP4A2
ENSG00000121774	1	32479430	32526451	27	17	306551	-0.70525	0.75967	KHDRBS1
ENSG00000121775	1	32537632	32568467	21	12	314167	-0.66251	0.74618	TMEM39B
ENSG00000025800	1	32573639	32642169	44	23	311182	0.037075	0.48521	KPNA6
ENSG00000084652	1	32645287	32663886	19	11	305552	0.0031934	0.49873	TXLNA
ENSG00000160050	1	32665987	32670988	4	2	316772	0.57948	0.28113	CCDC28B
ENSG00000160051	1	32671236	32674288	1	1	321891	-0.30766	0.62083	IQCC
ENSG00000222046	1	32674695	32681797	9	5	314824	0.095883	0.46181	DCDC2B
ENSG00000160055	1	32680073	32687972	9	5	322232	-0.47112	0.68122	TMEM234
ENSG00000084623	1	32687529	32697205	2	1	318110	1.5059	0.06604	EIF3I
ENSG00000183615	1	32712834	32714457	1	1	324211	-1.0386	0.85051	FAM167B
ENSG00000182866	1	32716840	32751766	30	16	307636	-0.54415	0.70683	LCK
ENSG00000116478	1	32757687	32799236	25	15	310967	-1.354	0.91213	HDAC1
ENSG00000162526	1	32817122	32829913	5	3	319706	-1.874	0.96954	TSSK3
ENSG00000225828	1	32826871	32829879	1	1	314953	-0.99362	0.8398	FAM229A
ENSG00000160058	1	32830704	32860332	22	12	314767	0.89952	0.18419	BSDC1
ENSG00000254553	1	32930658	33066393	310	12	321153	-0.5023	0.69227	RP1-27O5.3
ENSG00000273274	1	32930670	32962287	37	10	311741	-1.0255	0.84744	ZBTB8B
ENSG00000160062	1	33005028	33071540	179	9	322721	-0.4869	0.68684	ZBTB8A
ENSG00000176261	1	33065773	33116504	67	10	321080	1.1987	0.11531	ZBTB8OS
ENSG00000162521	1	33116743	33151812	44	6	312255	1.4371	0.075341	RBBP4
ENSG00000162520	1	33145507	33169197	33	5	313231	1.2639	0.10314	SYNC
ENSG00000162522	1	33207486	33240571	54	14	323070	-0.23109	0.59138	KIAA1522
ENSG00000134684	1	33240840	33283754	84	10	320038	-0.38627	0.65035	YARS
ENSG00000116497	1	33282368	33324476	66	10	319332	-0.48193	0.68507	S100PBP
ENSG00000160097	1	33327869	33338083	13	4	318690	-0.47108	0.68121	FNDC5
ENSG00000121905	1	33351595	33364042	18	6	319475	-1.1769	0.88038	HPCA
ENSG00000121900	1	33360195	33367039	9	3	321324	-0.64098	0.73923	TMEM54
ENSG00000116514	1	33402046	33430286	59	8	318319	-0.36239	0.64147	RNF19B
ENSG00000004455	1	33473585	33546597	131	11	319280	-1.1305	0.87087	AK2
ENSG00000142920	1	33546705	33586131	52	11	317404	-0.62542	0.73415	ADC
ENSG00000116525	1	33611003	33647660	84	5	317698	-0.25529	0.60075	TRIM62
ENSG00000160094	1	33722146	33766320	93	13	315055	-0.49784	0.6907	ZNF362
ENSG00000184389	1	33772367	33786699	41	11	314185	-0.60226	0.7265	A3GALT2
ENSG00000134686	1	33789224	33896653	281	18	321875	0.27443	0.39188	PHC2
ENSG00000121903	1	33938246	33962107	58	6	318606	-0.49544	0.68985	ZSCAN20
ENSG00000121904	1	33979609	34631443	1574	161	318785	-1.1026	0.86489	CSMD2
ENSG00000176256	1	34326076	34330392	9	4	316788	0.76138	0.22322	HMGB4
ENSG00000142698	1	34632484	34684732	141	29	322196	-0.944	0.82741	C1orf94
ENSG00000163866	1	35178338	35325417	517	57	322332	-0.28286	0.61136	SMIM12
ENSG00000189280	1	35220648	35224113	7	3	319643	-0.53274	0.70289	GJB5
ENSG00000189433	1	35225342	35229325	16	8	316988	-0.34602	0.63533	GJB4
ENSG00000188910	1	35246790	35251970	15	5	321946	0.31786	0.3753	GJB3
ENSG00000187513	1	35258599	35261348	10	4	319455	0.14202	0.44353	GJA4
ENSG00000116544	1	35331037	35395186	85	27	317502	0.62813	0.26496	DLGAP3
ENSG00000271741	1	35447134	35497342	18	12	307479	0.54181	0.29398	RP11-244H3.4
ENSG00000243749	1	35447136	35450954	2	1	306591	1.1052	0.13454	ZMYM6NB
ENSG00000163867	1	35449523	35497569	17	11	307384	0.15081	0.44006	ZMYM6
ENSG00000197056	1	35525387	35581460	32	9	306876	1.6088	0.053827	ZMYM1
ENSG00000116560	1	35641979	35658749	2	1	312724	-0.10035	0.53997	SFPQ
ENSG00000146463	1	35734568	35887659	72	33	303091	-0.24324	0.59609	ZMYM4
ENSG00000142687	1	35899091	36023551	67	28	305943	-0.22519	0.58908	KIAA0319L
ENSG00000020129	1	36023074	36032875	2	1	302218	-1.5717	0.94199	NCDN
ENSG00000116819	1	36038971	36060929	10	6	306673	0.46098	0.32241	TFAP2E
ENSG00000126067	1	36067185	36107445	13	9	308035	-0.80884	0.7907	PSMB2
ENSG00000142686	1	36179476	36185073	4	2	317379	-1.4307	0.92374	C1orf216
ENSG00000092853	1	36185819	36235568	28	7	307789	-0.29297	0.61523	CLSPN
ENSG00000134698	1	36273773	36323491	39	10	309532	-0.63722	0.73801	AGO4
ENSG00000092847	1	36335409	36395211	36	16	309050	-0.13522	0.55378	AGO1
ENSG00000126070	1	36396319	36538101	81	16	313340	0.16253	0.43544	AGO3
ENSG00000092850	1	36549676	36553876	3	1	322245	0.92243	0.17815	TEKT2
ENSG00000116863	1	36554476	36559533	3	2	312701	1.1457	0.12595	ADPRHL2
ENSG00000171812	1	36560837	36590821	51	9	321806	-0.4607	0.67749	COL8A2
ENSG00000054116	1	36602173	36615098	21	4	318087	-0.012389	0.50494	TRAPPC3
ENSG00000116871	1	36621180	36646450	27	6	317652	0.27575	0.39137	MAP7D1
ENSG00000054118	1	36690017	36770958	82	14	316261	0.73595	0.23088	THRAP3
ENSG00000214193	1	36771988	36790484	14	6	313408	-0.04695	0.51872	SH3D21
ENSG00000142694	1	36787632	36789755	1	1	327613	0.73518	0.23111	EVA1B
ENSG00000116883	1	36789335	36794822	9	4	324768	0.87009	0.19213	RP11-268J15.5
ENSG00000196182	1	36805225	36851497	56	8	314946	1.1218	0.13097	STK40
ENSG00000181817	1	36856839	36863493	41	5	314654	-0.89104	0.81355	LSM10
ENSG00000116885	1	36881428	36916086	155	8	325228	0.39889	0.34499	OSCP1
ENSG00000116898	1	36921319	36930038	39	6	325605	-0.20255	0.58026	MRPS15
ENSG00000119535	1	36931644	36948879	34	8	315855	-0.38408	0.64954	CSF3R
ENSG00000163873	1	37261128	37499730	485	58	316946	-1.4311	0.9238	GRIK3
ENSG00000163874	1	37940153	37949980	14	5	325782	-0.77957	0.78218	ZC3H12A
ENSG00000163875	1	37958176	37980375	75	13	322551	-0.5045	0.69304	MEAF6
ENSG00000163877	1	38000050	38019903	47	10	323875	0.1746	0.4307	SNIP1
ENSG00000163879	1	38022520	38032458	30	8	327114	0.62423	0.26624	DNALI1
ENSG00000134697	1	38032417	38061536	62	11	326548	0.44517	0.3281	GNL2
ENSG00000169218	1	38076951	38100595	67	12	326555	0.56082	0.28746	RSPO1
ENSG00000116922	1	38147242	38157914	45	5	313045	0.1465	0.44176	C1orf109
ENSG00000134690	1	38158090	38175391	43	8	321272	-0.89507	0.81462	CDCA8
ENSG00000183317	1	38179552	38230805	205	20	323705	-0.55887	0.71187	EPHA10
ENSG00000185090	1	38259474	38266809	5	2	312129	-2.0005	0.97727	MANEAL
ENSG00000196449	1	38268616	38273857	6	2	316707	0.007496	0.49701	YRDC
ENSG00000197982	1	38272651	38275126	1	1	330049	-0.34808	0.63611	C1orf122
ENSG00000188786	1	38275239	38325292	67	14	317437	-0.70713	0.76026	MTF1
ENSG00000230610	1	38292232	38293886	2	1	315752	0.065954	0.47371	AL929472.1
ENSG00000204084	1	38326369	38412729	148	21	315212	0.64269	0.26021	INPP5B
ENSG00000183431	1	38422647	38456593	100	12	317148	0.31404	0.37675	SF3A3
ENSG00000183386	1	38462442	38471278	14	8	321293	2.4263	0.0076259	FHL3
ENSG00000183520	1	38474930	38490496	27	13	316550	-0.039106	0.5156	UTP11L
ENSG00000185668	1	38509523	38512450	1	1	296123	0.91736	0.17948	POU3F1
ENSG00000116954	1	39303870	39325495	42	10	319054	-1.5732	0.94217	RRAGC
ENSG00000214114	1	39328636	39347289	32	10	316359	-1.3119	0.90523	MYCBP
ENSG00000131233	1	39330175	39347289	31	10	316030	-1.2667	0.89737	GJA9
ENSG00000158315	1	39351479	39407471	123	26	314583	-1.726	0.95783	RHBDL2
ENSG00000174574	1	39456895	39471731	43	7	319270	0.83664	0.2014	AKIRIN1
ENSG00000168653	1	39491990	39500308	18	6	311701	1.0245	0.1528	NDUFS5
ENSG00000127603	1	39546988	39952849	711	34	315883	0.092287	0.46324	MACF1
ENSG00000255103	1	39876151	39882154	11	5	315796	0.3031	0.38091	KIAA0754
ENSG00000183682	1	39957318	39991607	63	14	303686	-0.50535	0.69335	BMP8A
ENSG00000090621	1	40026488	40042462	36	8	319200	0.33019	0.37063	PABPC4
ENSG00000163909	1	40089825	40105617	36	12	325565	0.021057	0.4916	HEYL
ENSG00000116981	1	40124793	40137710	18	6	322839	0.71361	0.23773	NT5C1A
ENSG00000116983	1	40144320	40157361	67	11	325080	0.77348	0.21962	HPCAL4
ENSG00000084072	1	40157854	40229586	191	37	319255	0.15733	0.43749	PPIE
ENSG00000116985	1	40222854	40254533	144	20	307564	-0.16136	0.5641	BMP8B
ENSG00000198754	1	40235195	40237020	3	2	271038	0.93712	0.17435	OXCT2
ENSG00000043514	1	40306723	40349183	104	12	318734	-0.79109	0.78555	TRIT1
ENSG00000116990	1	40361098	40367928	15	7	320637	-0.71959	0.76411	MYCL
ENSG00000168389	1	40420802	40435638	16	8	316941	-0.27892	0.60985	MFSD2A
ENSG00000131236	1	40505905	40538321	111	8	322845	0.46051	0.32258	CAP1
ENSG00000131238	1	40538379	40563375	74	10	321251	0.15604	0.438	PPT1
ENSG00000117000	1	40627045	40706593	109	18	321626	1.8849	0.029721	RLF
ENSG00000188800	1	40711619	40717363	9	5	310617	2.0567	0.01986	TMCO2
ENSG00000084073	1	40723779	40759856	49	10	312972	2.5479	0.0054187	ZMPSTE24
ENSG00000049089	1	40766159	40783488	46	11	322102	-0.28902	0.61372	COL9A2
ENSG00000084070	1	40810522	40888998	196	30	319719	0.82938	0.20344	SMAP2
ENSG00000187801	1	40915774	40929390	50	15	318464	-0.38617	0.65031	ZFP69B
ENSG00000187815	1	40942887	40962015	48	10	317647	1.8654	0.03106	ZFP69
ENSG00000164002	1	40974413	40982228	25	7	316837	0.95323	0.17024	EXO5
ENSG00000117010	1	40997233	41013841	39	7	324598	1.3572	0.087358	ZNF684
ENSG00000117016	1	41086351	41131329	119	17	321528	0.96411	0.1675	RIMS3
ENSG00000066136	1	41157320	41237275	228	20	318942	0.67391	0.25019	NFYC
ENSG00000117013	1	41249684	41306124	192	39	319902	-0.89576	0.81481	KCNQ4
ENSG00000179862	1	41326729	41328018	3	2	319501	1.5183	0.064464	CITED4
ENSG00000171793	1	41445007	41478235	95	20	321362	0.18351	0.4272	CTPS1
ENSG00000171790	1	41481269	41488909	28	9	324065	-0.010353	0.50413	SLFNL1
ENSG00000010803	1	41492872	41707826	588	24	317429	0.47494	0.31741	SCMH1
ENSG00000204060	1	41827594	41849262	61	13	323190	0.56098	0.28741	FOXO6
ENSG00000127129	1	41944446	41950344	19	6	314754	-0.68094	0.75204	EDN2
ENSG00000127124	1	41972036	42501596	1261	60	320425	-0.41692	0.66163	HIVEP3
ENSG00000044012	1	42619092	42621495	7	3	324171	0.88277	0.18868	GUCA2B
ENSG00000197273	1	42628362	42630389	2	1	315645	0.6564	0.25578	GUCA2A
ENSG00000198815	1	42642210	42801548	294	14	317073	-0.17261	0.56852	FOXJ3
ENSG00000177181	1	42846466	42888249	169	10	317459	1.4789	0.069581	RIMKLA
ENSG00000066185	1	42896000	42921938	92	9	326716	2.7508	0.0029722	ZMYND12
ENSG00000127125	1	42921788	42939056	39	5	323894	2.0767	0.018913	PPCS
ENSG00000186409	1	42929001	43120335	643	19	322265	2.1533	0.015648	CCDC30
ENSG00000171960	1	43124096	43142429	35	9	321651	0.15262	0.43935	PPIH
ENSG00000065978	1	43148098	43168020	43	10	313057	0.22837	0.40968	YBX1
ENSG00000164007	1	43198764	43205925	17	5	326543	1.2025	0.11458	CLDN19
ENSG00000117385	1	43212006	43232755	53	12	309124	1.9409	0.026132	LEPRE1
ENSG00000164008	1	43232940	43263968	47	9	320172	-0.1327	0.55278	C1orf50
ENSG00000177868	1	43272723	43282954	33	8	313351	-0.66115	0.74574	CCDC23
ENSG00000164010	1	43282795	43310660	47	11	319328	0.12814	0.44902	ERMAP
ENSG00000164011	1	43312280	43318148	4	2	327372	1.1404	0.12707	ZNF691
ENSG00000117394	1	43391052	43424530	104	14	319773	-0.55604	0.71091	SLC2A1
ENSG00000186973	1	43610824	43622067	20	6	317867	0.24287	0.40405	FAM183A
ENSG00000117395	1	43629846	43736607	260	26	318000	0.86381	0.19385	EBNA1BP2
ENSG00000243710	1	43637820	43720029	191	28	316083	0.91529	0.18002	WDR65
ENSG00000179178	1	43735665	43739673	8	5	319136	2.0524	0.020066	TMEM125
ENSG00000253313	1	43747554	43751288	5	3	322971	1.4222	0.07748	C1orf210
ENSG00000066056	1	43766664	43788779	31	4	322657	2.6922	0.0035493	TIE1
ENSG00000117400	1	43803478	43818443	15	4	319743	2.4787	0.006593	MPL
ENSG00000117399	1	43824626	43828874	6	3	316848	1.5477	0.060852	CDC20
ENSG00000066322	1	43829068	43833696	8	5	319124	1.9123	0.027917	ELOVL1
ENSG00000159479	1	43849588	43855479	3	1	329995	1.9563	0.025216	MED8
ENSG00000198198	1	43855553	43918321	76	14	322966	2.0758	0.018957	SZT2
ENSG00000178922	1	43916824	43919660	6	3	318795	0.96606	0.16701	HYI
ENSG00000142949	1	43990858	44089343	241	18	322820	-1.2218	0.88911	PTPRF
ENSG00000066135	1	44115829	44171186	89	13	320437	-0.36098	0.64094	KDM4A
ENSG00000126091	1	44171495	44396831	491	26	318002	-0.064965	0.5259	ST3GAL3
ENSG00000117407	1	44398992	44402913	6	2	321765	0.026618	0.48938	ARTN
ENSG00000117408	1	44412611	44433694	17	6	322669	-0.65226	0.74288	IPO13
ENSG00000132768	1	44435672	44439041	1	1	333450	-0.38766	0.65087	DPH2
ENSG00000117410	1	44440159	44443967	6	3	312311	-0.72784	0.76664	ATP6V0B
ENSG00000117411	1	44444615	44456840	16	6	309408	-1.3903	0.91778	B4GALT2
ENSG00000159214	1	44457031	44462200	6	3	313258	0.064557	0.47426	CCDC24
ENSG00000196517	1	44457172	44497139	55	18	319430	-0.98652	0.83806	SLC6A9
ENSG00000171872	1	44584522	44600812	48	12	320502	-0.69408	0.75618	KLF17
ENSG00000178028	1	44679127	44686353	11	4	324055	0.12526	0.45016	DMAP1
ENSG00000117419	1	44686742	44820932	188	23	319525	-0.02176	0.50868	ERI3
ENSG00000187147	1	44870866	45117396	593	72	319852	0.43095	0.33325	RNF220
ENSG00000126106	1	45100910	45140227	57	10	315330	-0.88795	0.81272	TMEM53
ENSG00000198520	1	45140364	45191263	86	28	316952	-0.27824	0.60959	C1orf228
ENSG00000142945	1	45205490	45233439	58	12	319001	-0.40362	0.65675	KIF2C
ENSG00000142937	1	45240923	45244451	7	4	323769	-0.76642	0.77829	RPS8
ENSG00000142959	1	45249257	45253377	2	1	332697	-0.32922	0.62901	BEST4
ENSG00000173846	1	45265897	45271662	11	3	322760	-0.33233	0.63018	PLK3
ENSG00000188396	1	45271585	45272957	4	2	318696	0.04003	0.48403	TCTEX1D4
ENSG00000222009	1	45274154	45281257	14	4	319630	-0.79745	0.78741	BTBD19
ENSG00000117425	1	45285516	45308735	56	8	320244	-0.038024	0.51517	PTCH2
ENSG00000070785	1	45316450	45452282	391	13	319579	-0.28746	0.61312	EIF2B3
ENSG00000126107	1	45468212	45477001	19	4	325793	-0.047482	0.51894	HECTD3
ENSG00000126088	1	45477819	45481247	6	2	329842	-0.02568	0.51024	UROD
ENSG00000162415	1	45482071	45771881	541	23	316692	-0.92776	0.82323	ZSWIM5
ENSG00000132781	1	45794835	45806142	19	7	317352	0.40866	0.3414	MUTYH
ENSG00000132773	1	45805342	45809647	6	3	313667	0.084041	0.46651	TOE1
ENSG00000070759	1	45809555	45956872	253	14	318447	-0.95021	0.829	TESK2
ENSG00000236624	1	45959538	45965751	10	3	322711	-1.0474	0.85254	CCDC163P
ENSG00000132763	1	45965725	45976739	21	4	323202	-0.80494	0.78957	MMACHC
ENSG00000117450	1	45976708	45988719	40	5	324768	-1.1815	0.8813	PRDX1
ENSG00000117448	1	46016215	46035721	47	7	313591	-0.30549	0.62	AKR1A1
ENSG00000132780	1	46049518	46084566	49	6	321334	-0.078982	0.53148	NASP
ENSG00000159588	1	46085716	46089729	9	2	329618	-0.35736	0.63959	CCDC17
ENSG00000159592	1	46092976	46153785	145	7	318736	-0.42971	0.6663	GPBP1L1
ENSG00000159596	1	46152886	46160115	14	2	324515	-0.74804	0.77278	TMEM69
ENSG00000197429	1	46159996	46216322	141	7	310798	-0.10438	0.54157	IPP
ENSG00000086015	1	46252659	46501796	536	12	323351	-0.1903	0.57546	MAST2
ENSG00000117461	1	46505812	46642160	239	17	321952	-0.17745	0.57042	PIK3R3
ENSG00000117472	1	46640745	46651630	10	5	309453	0.21827	0.41361	TSPAN1
ENSG00000085998	1	46654354	46685977	49	9	318256	-1.7753	0.96208	POMGNT1
ENSG00000171357	1	46669006	46686933	28	9	314043	-1.2496	0.89428	LURAP1
ENSG00000085999	1	46713360	46744145	28	11	314466	-0.89975	0.81587	RAD54L
ENSG00000132128	1	46726868	46769280	33	12	316384	-0.73453	0.76869	LRRC41
ENSG00000173660	1	46769303	46782448	20	8	312011	-1.2082	0.88651	UQCRH
ENSG00000117481	1	46805849	46830824	182	3	323413	-1.0332	0.84925	NSUN4
ENSG00000117480	1	46859937	46879520	31	8	322250	-1.9699	0.97557	FAAH
ENSG00000197587	1	46972668	46979898	10	3	324650	-2.3503	0.99062	DMBX1
ENSG00000162456	1	47011316	47017199	12	4	328933	0.19523	0.42261	KNCN
ENSG00000079277	1	47023090	47082515	120	14	318740	0.15026	0.44028	MKNK1
ENSG00000142961	1	47073387	47082563	18	3	328744	-1.8496	0.96781	MOB3C
ENSG00000123472	1	47098409	47139539	50	6	322256	0.23915	0.40549	ATPAF1
ENSG00000159658	1	47124366	47184824	75	8	321047	0.14587	0.44201	EFCAB14
